titre,entreprise,description,localisation,date_publication,date_limite,nombre_postes,niveau_experience,niveau_etudes_requis,competences_cles,contrat_propose,teletravail,lien
Technology Maintenance Specialist - Uranext,INNOVX,"Technology Maintenance Specialist contribue à l’inspection et la réalisation des travaux de maintenance et de réparation des équipements et installations relatives aux pilotes, sous la supervision du Pilote Plant...",Casablanca (Maroc),13.01.2025,13.03.2025,Postes proposés: 1,De 3 à 5 ans,Bac +3,"['Méthodes ', ' Process ', ' Industrialisation']",CDI,Non,https://www.rekrute.com/offre-emploi-technology-maintenance-specialist---uranext-recrutement-innovx-casablanca-167685.html
Technology Process Specialist - Uranext,INNOVX,Technology Process Specialist participe à l'exécution et la surveillance des opérations pilotes sous la supervision du Responsable des unités pilotes. Les principales responsabilités se définissent comme suit...,Casablanca (Maroc),13.01.2025,13.03.2025,Postes proposés: 1,De 3 à 5 ans,Bac +3,"['Méthodes ', ' Process ', ' Industrialisation']",CDI,Non,https://www.rekrute.com/offre-emploi-technology-process-specialist---uranext-recrutement-innovx-casablanca-167684.html
Juriste Junior - Uranext,INNOVX,"Le juriste Junior a pour mission de garantir l’accompagnement juridique des activités de l’entreprise, en particulier dans le cadre de la conformité réglementaire, de la gestion contractuelle et du suivi du secrétariat...",Casablanca (Maroc),13.01.2025,13.03.2025,Postes proposés: 1,De 1 à 3 ans,Bac +5 et plus,"['Avocat ', ' Juriste ', ' Fiscaliste']",CDI,Non,https://www.rekrute.com/offre-emploi-juriste-junior---uranext-recrutement-innovx-casablanca-167683.html
Risque Manager - Tanger,,"Rattaché à l'entité ""Audit et Gestion des risques"" , Vos missions principales consisteront à : Animer le dispositif de gestion des risques Assurer le suivi de l’évolution des risques sur...",Tanger (Maroc),13.01.2025,25.01.2025,Postes proposés: 1,De 5 à 10 ans,Bac +5 et plus,"['Audit ', ' Conseil']",CDI,Non,https://www.rekrute.com/offre-emploi-risque-manager---tanger-recrutement-confidentiel-tanger-166523.html
CoreLab Technician,UM6P - Université Mohammed VI Polytechnique,The UM6P Corelabs is recruiting a dedicated and skilled Analytical Chemistry Technician to join our dynamic team. The Corelabs will serve as a platform to support technical and scientific research within UM6P and as a service provider to external customers....,Benguerir (Maroc),13.01.2025,13.03.2025,Postes proposés: 1,De 3 à 5 ans,Bac +4,"['Gestion projet ', ' Etudes ', ' R&D']",CDI,Non,https://www.rekrute.com/offre-emploi-corelab-technician-recrutement-um6p---universite-mohammed-vi-polytechnique-benguerir-167681.html
3D Generaliste,K events,"Responsabilités Concevoir des éléments visuels en 3D pour des événements, des salons, des expositions ou des activations de marque (stands, décors, animations). Créer des modélisations 3D de...",Casablanca (Maroc),13.01.2025,09.03.2025,Postes proposés: 1,De 5 à 10 ans,Bac +3,['Marketing'],CDI,Non,https://www.rekrute.com/offre-emploi-3d-generaliste-recrutement-k-events-casablanca-167598.html
Conseillers Commerciaux Prospection Téléphonique,O&D Services,"Intégrez une entreprise dynamique du secteur de l'Offshoring / Nearshoring, basée à Casablanca Sidi Maarouf ! Nous recherchons des Conseillers Commerciaux en Prospection Téléphonique talentueux pour rejoindre notre...",Casablanca Sidi Maarouf (Maroc),13.01.2025,20.01.2025,Postes proposés: 2,De 1 à 3 ans,Bac +2,['Call Centers (métiers de)'],CDI,Non,https://www.rekrute.com/offre-emploi-conseillers-commerciaux-prospection-telephonique-recrutement-od-services-casablanca-sidi-maarouf-166439.html
Candidature Spontanée SGS,SGS Maroc SA,"Rejoignez l'équipe de SGS Maroc! Vous recherchez un environnement professionnel stimulant au sein d'une entreprise leader dans le domaine de l'inspection, du contrôle, de l'analyse et de la certification ? SGS Maroc, filiale de...",Casablanca (Maroc),,,,De 3 à 5 ans,Bac +5 et plus,"['Audit ', ' Conseil']",CDI,Non,https://www.rekrute.com/offre-emploi-candidature-spontanee-sgs-recrutement-sgs-maroc-sa-casablanca-160069.html
EHS Operations Supervisor,SGS Maroc SA,"Responsabilité primaire L'EHS Operations Supervisor est en charge de la planification optimale des opérations de prélèvements des eaux, du contrôle des émissions atmosphériques, du contrôle de la...",Casablanca (Maroc),13.01.2025,29.01.2025,Postes proposés: 1,De 5 à 10 ans,Bac +3,"[""Environnement (métiers de l')""]",CDI,Non,https://www.rekrute.com/offre-emploi-ehs-operations-supervisor-recrutement-sgs-maroc-sa-casablanca-166651.html
Responsable Administratif Financier (H/F),INNOVX,"Missions principales : 1. Gestion Financière : Élaborer et suivre le budget annuel de l'entreprise. Analyser les écarts entre le budget et les résultats. Préparer des rapports financiers mensuels,...",Benguerir (Maroc),13.01.2025,08.03.2025,Postes proposés: 1,De 5 à 10 ans,Bac +5 et plus,"['Audit ', ' Conseil']",CDI,Non,https://www.rekrute.com/offre-emploi-responsable-administratif-financier-hf-recrutement-innovx-benguerir-167590.html
Logisticien,Safran Nacelles,"Intégrez une entreprise dynamique du secteur Aéronautique / Spatial, basée à Casablanca, et devenez un acteur clé de notre réussite ! Dans un environnement stimulant et collaboratif, vous contribuerez directement...",Casablanca (Maroc),13.01.2025,13.03.2025,Postes proposés: 1,Moins de 1 an,Bac +2,"['Logistique ', ' Transport (métiers de)']",Intérim,Non,https://www.rekrute.com/offre-emploi-logisticien-recrutement-safran-nacelles-casablanca-167680.html
Commercial terrain - Produits Cosmétiques Grand Public,Laboratoires Jouvence,"Dans le cadre du développement de nos activités, nous recherchons un(e) Business Development Executive - activité Cosmétique. Au sein d'une équipe dynamique et ambitieuse, vous contribuerez activement à la...",Casablanca (Maroc),13.01.2025,02.03.2025,Postes proposés: 1,De 1 à 3 ans,Bac +2,"['Commercial ', ' Vente ', ' Export']",CDI,Non,https://www.rekrute.com/offre-emploi-commercial-terrain---produits-cosmetiques-grand-public-recrutement-laboratoires-jouvence-casablanca-167288.html
Compliance Manager Morocco,Foundever (ex Sitel Group),Summary of Primary Job Responsibilities: The Compliance Manager must have a strong background in compliance and regulatory strategies to ensure contractual obligations are met for each respective campaign. The ability to implement and monitor the...,Rabat (Maroc),13.01.2025,13.03.2025,Postes proposés: 1,De 1 à 3 ans,Bac +3,"['Audit ', ' Conseil']",CDI,Non,https://www.rekrute.com/offre-emploi-compliance-manager-morocco-recrutement-foundever-ex-sitel-group-rabat-167679.html
Maintenance Specialist (H/F),Pratt & Whitney,"Travaillant chez Pratt & Whitney Maroc (PWM), le spécialiste de maintenance est responsable d’assurer le maintien en conditions opérationnelles des différents moyens de productions du site (machines-outils et...",Casablanca (Maroc),13.01.2025,02.03.2025,Postes proposés: 1,De 3 à 5 ans,Bac +2,"['Méthodes ', ' Process ', ' Industrialisation']",CDI,Non,https://www.rekrute.com/offre-emploi-maintenance-specialist-hf-recrutement-pratt-whitney-casablanca-167347.html
Ingénieur Qualité (H/F),Pratt & Whitney,Développer et améliorer le système de gestion de la qualité de P&W Maroc Surveiller les performances qualité des processus internes P&WM Initier des projets d'amélioration de la qualité...,Casablanca (Maroc),13.01.2025,23.02.2025,Postes proposés: 1,De 3 à 5 ans,Bac +5 et plus,"['Méthodes ', ' Process ', ' Industrialisation']",CDI,Non,https://www.rekrute.com/offre-emploi-ingenieur-qualite-hf-recrutement-pratt-whitney-casablanca-167110.html
Ingénieur Qualité Système (H/F),Pratt & Whitney,Développer et améliorer le système de gestion de la qualité de P&W Maroc Surveiller les performances qualité des processus internes P&WM Initier des projets d'amélioration de la qualité...,Casablanca (Maroc),13.01.2025,02.03.2025,Postes proposés: 1,De 3 à 5 ans,Bac +5 et plus,"['Méthodes ', ' Process ', ' Industrialisation']",CDI,Non,https://www.rekrute.com/offre-emploi-ingenieur-qualite-systeme-hf-recrutement-pratt-whitney-casablanca-167348.html
Ingénieur en Électromécanique (H/F),Capgemini Engineering,  Concevoir et développer des moteurs électriques adaptés aux besoins des projets. Concevoir et optimiser des moteurs électriques. Réaliser des études de performance et d’efficacité...,Casablanca (Maroc),,,,De 1 à 3 ans,Bac +5 et plus,"['Gestion projet ', ' Etudes ', ' R&D']",CDI,Non,https://www.rekrute.com/offre-emploi-ingenieur-en-electromecanique-hf-recrutement-capgemini-engineering-casablanca-167678.html
Financial Planning & Analysis Analyst (H/F),Maroc Climate and Security (MCS) - Carrier,"We're looking for a Financial Planning Analyst (H/F) for our partner Carrier who is a leading provider of heating, ventilating, air conditioning and refrigeration systems, building controls and automation, and fire and security systems leading to safer,...",Casablanca (Maroc),13.01.2025,13.03.2025,Postes proposés: 2,De 3 à 5 ans,Bac +5 et plus,"['Audit ', ' Conseil']",CDI,Non,https://www.rekrute.com/offre-emploi-financial-planning-analysis-analyst-hf-recrutement-maroc-climate-and-security-mcs---carrier-casablanca-163737.html
Téléconseillère Francophone,Manpower Agences, Répondre aux appels entrants et sortants des clients en français.  Résoudre les demandes des clients avec professionnalisme et efficacité.  ,Tanger (Maroc),13.01.2025,13.03.2025,Postes proposés: 1,De 1 à 3 ans,Bac +2,"['Assistanat de Direction ', ' Services Généraux']",Intérim,Non,https://www.rekrute.com/offre-emploi-teleconseillere-francophone-recrutement-manpower-agences-tanger-167676.html
Executive Assistant (M/W),BCG ,"En tant qu'Executive Assistant, vous aurez les missions suivantes :  Vous soutiendrez nos Directeurs de Projets Principaux (MDPs) et Directeurs, principalement de manière indépendante ; Vous organiserez et prendrez en...",Casablanca (Maroc),13.01.2025,07.03.2025,Postes proposés: 1,De 3 à 5 ans,Bac +5 et plus,"['Assistanat de Direction ', ' Services Généraux']",CDI,Non,https://www.rekrute.com/offre-emploi-executive-assistant-mw-recrutement-bcg-casablanca-167543.html
Senior Accountant,AXA Group Operations Maroc,"BUSINESS UNIT STATEMENT: Axa Group Operations is a strategic entity within the AXA Group, a global leader in insurance and asset management. Our mission is to provide innovative high-performance operational, technological, and financial solutions to AXA...",Rabat (Maroc),13.01.2025,28.01.2025,Postes proposés: 2,De 5 à 10 ans,Bac +4,"['Gestion ', ' Comptabilité ', ' Finance']",CDI,Non,https://www.rekrute.com/offre-emploi-senior-accountant-recrutement-axa-group-operations-maroc-rabat-166621.html
Responsable service Fidélisation / Rétention - Secteur assurance - H/F,Eca Assurances,Le Responsable Service Fidélisation est chargé de développer et de mettre en œuvre des stratégies visant à améliorer la fidélisation des clients. Il s'assure que l'expérience client est...,Casablanca (Maroc),13.01.2025,20.02.2025,Postes proposés: 1,De 3 à 5 ans,Bac +3,['Call Centers (métiers de)'],CDI,Non,https://www.rekrute.com/offre-emploi-responsable-service-fidelisation-retention---secteur-assurance---hf-recrutement-eca-assurances-casablanca-163543.html
Ingénieur - Chargé de Gestion de Stock (H/F),CAC (Centrale Automobile Chérifienne),"Sous la responsabilité du Chef d'équipe des Gestionnaires de Stock, le Chargé de gestion de stock a pour missions: Le (la) Chargé (e) de Gestion de stock est responsable du taux de service et de la Gestion de Stock de la...",Casablanca (Maroc),13.01.2025,13.03.2025,Postes proposés: 1,Moins de 1 an,Bac +5 et plus,"['Achats ', ' Supply Chain']",CDI,Non,https://www.rekrute.com/offre-emploi-ingenieur---charge-de-gestion-de-stock-hf-recrutement-cac-centrale-automobile-cherifienne-casablanca-167674.html
Manager H/F,McDonald's Maroc,"Le  Manager (le 2ème assistant) est le garant d’une bonne gestion du restaurant, il veille tout le temps sur la qualité, le service, la propreté pendant son shift et la sécurité des biens et des collaborateurs du...",Agadir (Maroc),13.01.2025,23.02.2025,Postes proposés: 5,De 1 à 3 ans,Bac +2,['Call Centers (métiers de)'],CDI,Non,https://www.rekrute.com/offre-emploi-manager-hf-recrutement-mcdonalds-maroc-agadir-167241.html
Chef de projet evenementiel,K events,"Analyse des besoins du client : Comprendre les objectifs, le public cible et les attentes du client afin de proposer des solutions adaptées. Préparation des plans d'actions liés aux évènements. Réponse...",Casablanca (Maroc),13.01.2025,13.03.2025,Postes proposés: 1,De 5 à 10 ans,Bac +5 et plus,"['Communication ', ' Publicité ', ' RP']",CDI,Non,https://www.rekrute.com/offre-emploi-chef-de-projet-evenementiel-recrutement-k-events-casablanca-167673.html
Consultant fonctionnel SAP Senior H/F,,"Principales missions: Participer à l'analyse des besoins des clients et proposer des solutions adaptées Assurer la configuration, l'implémentation et la gestion des modules SAP Collaborer avec les équipes...",Casablanca (Maroc),,,,De 5 à 10 ans,Bac +5 et plus,"['Informatique ', ' Electronique']",CDI,Non,https://www.rekrute.com/offre-emploi-consultant-fonctionnel-sap-senior-hf-recrutement-confidentiel-casablanca-167672.html
Project Manager Officer (H/F),INNOVX,"Nous sommes à la recherche d'un Project Manager Officer. Le poste est basé sur le site de Benguerir. Mission Principale • Élaborer des plans détaillés pour chaque phase du projet, en tenant compte des...",Benguerir (Maroc),13.01.2025,13.03.2025,Postes proposés: 1,De 3 à 5 ans,Bac +5 et plus,"['Gestion projet ', ' Etudes ', ' R&D']",CDI,Non,https://www.rekrute.com/offre-emploi-project-manager-officer-hf-recrutement-innovx-benguerir-167671.html
Agent réception,Safran Nacelles,"Un rôle captivant au sein d'une entreprise dynamique du secteur Aéronautique / Spatial vous attend ! Basé à Casablanca, ce poste d'Agent réception vous permettra de contribuer concrètement à la...",Casablanca (Maroc),13.01.2025,13.03.2025,Postes proposés: 1,Moins de 1 an,Bac +2,"['Logistique ', ' Transport (métiers de)']",Intérim,Non,https://www.rekrute.com/offre-emploi-agent-reception-recrutement-safran-nacelles-casablanca-167670.html
Contrôleur de gestion H/F,Université Internationale de Rabat (UIR),"Participation à la mise en place du dispositif de reporting financier interne et des tableaux de bords opérationnels et financiers, Gestion des données brutes, opérationnelles et financières, du dispositif de...",Rabat (Maroc),13.01.2025,13.03.2025,Postes proposés: 1,De 3 à 5 ans,Bac +5 et plus,"['Gestion ', ' Comptabilité ', ' Finance']",CDI,Non,https://www.rekrute.com/offre-emploi-controleur-de-gestion-hf-recrutement-universite-internationale-de-rabat-uir-rabat-167669.html
Junior Purchasing Specialist - IKEA Zenata,IKEA Maroc,"Assist in the procurement of goods and services required for various departments within IKEA.   Coordinate with suppliers to negotiate prices, quality, and delivery timelines.   Ensure that all purchasing activities are in compliance...",Casablanca (Maroc),13.01.2025,13.03.2025,Postes proposés: 1,De 1 à 3 ans,Bac +4,"['Achats ', ' Supply Chain']",CDI,Non,https://www.rekrute.com/offre-emploi-junior-purchasing-specialist---ikea-zenata-recrutement-ikea-maroc-casablanca-167668.html
